Price,Close,High,Low,Open,Volume
Ticker,LSL=X,LSL=X,LSL=X,LSL=X,LSL=X
Date,,,,,
2003-12-01,6.349999904632568,6.349999904632568,6.349999904632568,6.349999904632568,0
2003-12-02,6.349999904632568,6.349999904632568,6.144999980926514,6.144999980926514,0
2003-12-03,6.152299880981445,6.152299880981445,6.152299880981445,6.152299880981445,0
2003-12-04,6.170000076293945,6.170000076293945,6.170000076293945,6.170000076293945,0
2003-12-05,6.25,6.25,6.25,6.25,0
2003-12-08,6.25,6.25,6.0543999671936035,6.0543999671936035,0
2003-12-09,6.349999904632568,6.349999904632568,6.349999904632568,6.349999904632568,0
2003-12-10,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,0
2003-12-11,6.25,6.429999828338623,6.25,6.429999828338623,0
2003-12-12,6.269999980926514,6.269999980926514,6.269999980926514,6.269999980926514,0
2003-12-15,6.269999980926514,6.269999980926514,6.269999980926514,6.269999980926514,0
2003-12-16,6.269999980926514,6.269999980926514,6.072800159454346,6.072800159454346,0
2003-12-17,6.420000076293945,6.420000076293945,6.369999885559082,6.369999885559082,0
2003-12-18,6.550000190734863,6.550000190734863,6.23330020904541,6.23330020904541,0
2003-12-19,6.550000190734863,6.550000190734863,6.35129976272583,6.35129976272583,0
2003-12-22,6.800000190734863,6.800000190734863,6.800000190734863,6.800000190734863,0
2003-12-23,6.800000190734863,6.800000190734863,6.6092000007629395,6.6092000007629395,0
2003-12-24,6.650000095367432,6.650000095367432,6.650000095367432,6.650000095367432,0
2003-12-25,6.650000095367432,6.650000095367432,6.650000095367432,6.650000095367432,0
2003-12-26,6.650000095367432,6.650000095367432,6.650000095367432,6.650000095367432,0
2003-12-29,6.650000095367432,6.650000095367432,6.650000095367432,6.650000095367432,0
2003-12-30,6.650000095367432,6.650000095367432,6.485499858856201,6.485499858856201,0
2003-12-31,6.550000190734863,6.550000190734863,6.550000190734863,6.550000190734863,0
2004-01-01,6.550000190734863,6.550000190734863,6.550000190734863,6.550000190734863,0
2004-01-02,6.599999904632568,6.599999904632568,6.599999904632568,6.599999904632568,0
2004-01-05,6.329999923706055,6.400000095367432,6.329999923706055,6.400000095367432,0
2004-01-06,6.199999809265137,6.199999809265137,6.199999809265137,6.199999809265137,0
2004-01-07,6.46999979019165,6.46999979019165,6.349999904632568,6.349999904632568,0
2004-01-08,6.5,6.5,6.5,6.5,0
2004-01-09,6.650000095367432,6.699999809265137,6.550000190734863,6.550000190734863,0
2004-01-12,6.730000019073486,6.730000019073486,6.650000095367432,6.650000095367432,0
2004-01-13,6.800000190734863,6.800000190734863,6.769999980926514,6.769999980926514,0
2004-01-14,7.050000190734863,7.050000190734863,7.050000190734863,7.050000190734863,0
2004-01-15,7.199999809265137,7.199999809265137,7.099999904632568,7.099999904632568,0
2004-01-16,7.349999904632568,7.349999904632568,7.349999904632568,7.349999904632568,0
2004-01-19,7.199999809265137,7.199999809265137,7.199999809265137,7.199999809265137,0
2004-01-20,7.199999809265137,7.199999809265137,6.996699810028076,6.996699810028076,0
2004-01-21,7.039999961853027,7.039999961853027,6.844799995422363,7.039999961853027,0
2004-01-22,7.039999961853027,7.139999866485596,7.039999961853027,7.139999866485596,0
2004-01-23,7.039999961853027,7.039999961853027,6.861999988555908,6.861999988555908,0
2004-01-26,7.139999866485596,7.139999866485596,7.039999961853027,7.039999961853027,0
2004-01-27,7.139999866485596,7.139999866485596,6.944399833679199,6.944399833679199,0
2004-01-28,7.03000020980835,7.03000020980835,7.03000020980835,7.03000020980835,0
2004-01-29,7.03000020980835,7.03000020980835,6.842800140380859,6.842800140380859,0
2004-01-30,7.0,7.0,7.0,7.0,0
2004-02-02,7.039999961853027,7.039999961853027,7.039999961853027,7.039999961853027,0
2004-02-03,6.880000114440918,6.880000114440918,6.880000114440918,6.880000114440918,0
2004-02-04,6.880000114440918,6.880000114440918,6.691500186920166,6.691500186920166,0
2004-02-05,6.880000114440918,6.880000114440918,6.800000190734863,6.800000190734863,0
2004-02-06,6.900000095367432,6.900000095367432,6.900000095367432,6.900000095367432,0
2004-02-09,6.900000095367432,6.900000095367432,6.713699817657471,6.713699817657471,0
2004-02-10,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,0
2004-02-11,6.849999904632568,6.849999904632568,6.658599853515625,6.658599853515625,0
2004-02-12,6.699999809265137,6.699999809265137,6.699999809265137,6.699999809265137,0
2004-02-13,6.579999923706055,6.579999923706055,6.579999923706055,6.579999923706055,0
2004-02-16,6.579999923706055,6.579999923706055,6.394599914550781,6.394599914550781,0
2004-02-17,6.579999923706055,6.579999923706055,6.397799968719482,6.397799968719482,0
2004-02-18,6.489999771118164,6.489999771118164,6.489999771118164,6.489999771118164,0
2004-02-19,6.514999866485596,6.514999866485596,6.514999866485596,6.514999866485596,0
2004-02-20,6.299300193786621,6.299300193786621,6.299300193786621,6.299300193786621,0
2004-02-23,6.75,6.75,6.75,6.75,0
2004-02-24,6.5,6.599999904632568,6.5,6.599999904632568,0
2004-02-25,6.5,6.5,6.319300174713135,6.319300174713135,0
2004-02-26,6.525000095367432,6.525000095367432,6.525000095367432,6.525000095367432,0
2004-02-27,6.525000095367432,6.525000095367432,6.306000232696533,6.306000232696533,0
2004-03-01,6.570000171661377,6.570000171661377,6.570000171661377,6.570000171661377,0
2004-03-02,6.635000228881836,6.635000228881836,6.366300106048584,6.366300106048584,0
2004-03-03,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,0
2004-03-04,6.800000190734863,6.800000190734863,6.800000190734863,6.800000190734863,0
2004-03-05,6.679999828338623,6.679999828338623,6.604899883270264,6.604899883270264,0
2004-03-08,6.599999904632568,6.599999904632568,6.412300109863281,6.412300109863281,0
2004-03-09,6.480000019073486,6.480000019073486,6.480000019073486,6.480000019073486,0
2004-03-10,6.579999923706055,6.579999923706055,6.480000019073486,6.480000019073486,0
2004-03-11,6.605000019073486,6.605000019073486,6.605000019073486,6.605000019073486,0
2004-03-12,6.605000019073486,6.605000019073486,6.388299942016602,6.388299942016602,0
2004-03-15,6.605000019073486,6.605000019073486,6.388400077819824,6.388400077819824,0
2004-03-16,6.605000019073486,6.605000019073486,6.383999824523926,6.383999824523926,0
2004-03-17,6.605000019073486,6.605000019073486,6.384099960327148,6.384099960327148,0
2004-03-18,6.605000019073486,6.605000019073486,6.389699935913086,6.389699935913086,0
2004-03-19,6.605000019073486,6.605000019073486,6.3881001472473145,6.3881001472473145,0
2004-03-22,6.550000190734863,6.550000190734863,6.385499954223633,6.385499954223633,0
2004-03-23,6.550000190734863,6.550000190734863,6.355100154876709,6.355100154876709,0
2004-03-24,6.550000190734863,6.550000190734863,6.355199813842773,6.355199813842773,0
2004-03-25,6.550000190734863,6.550000190734863,6.345200061798096,6.345200061798096,0
2004-03-26,6.350100040435791,6.350100040435791,6.350100040435791,6.350100040435791,0
2004-03-29,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,0
2004-03-30,6.349999904632568,6.349999904632568,6.159200191497803,6.349999904632568,0
2004-03-31,6.28000020980835,6.28000020980835,6.083099842071533,6.28000020980835,0
2004-04-01,6.28000020980835,6.28000020980835,6.088399887084961,6.088399887084961,0
2004-04-02,6.349999904632568,6.349999904632568,6.08620023727417,6.08620023727417,0
2004-04-05,6.380000114440918,6.380000114440918,6.183599948883057,6.380000114440918,0
2004-04-06,6.300000190734863,6.300000190734863,6.182199954986572,6.182199954986572,0
2004-04-07,6.300000190734863,6.300000190734863,6.09630012512207,6.09630012512207,0
2004-04-08,6.300000190734863,6.300000190734863,6.104100227355957,6.104100227355957,0
2004-04-13,6.429999828338623,6.429999828338623,6.097899913787842,6.300000190734863,0
2004-04-14,6.550000190734863,6.579999923706055,6.279600143432617,6.579999923706055,0
2004-04-15,6.579999923706055,6.619999885559082,6.579999923706055,6.619999885559082,0
2004-04-16,6.420000076293945,6.480000019073486,6.215199947357178,6.480000019073486,0
2004-04-19,6.420000076293945,6.420000076293945,6.219099998474121,6.219099998474121,0
2004-04-20,6.480000019073486,6.480000019073486,6.215199947357178,6.480000019073486,0
2004-04-21,6.650000095367432,6.650000095367432,6.344600200653076,6.550000190734863,0
2004-04-22,6.679999828338623,6.679999828338623,6.475500106811523,6.679999828338623,0
2004-04-23,6.679999828338623,6.679999828338623,6.4832000732421875,6.4832000732421875,0
2004-04-26,6.704999923706055,6.704999923706055,6.478099822998047,6.704999923706055,0
2004-04-27,6.704999923706055,6.704999923706055,6.485099792480469,6.485099792480469,0
2004-04-28,6.704999923706055,6.704999923706055,6.474999904632568,6.474999904632568,0
2004-04-29,6.704999923706055,6.704999923706055,6.4756999015808105,6.4756999015808105,0
2004-04-30,6.704999923706055,6.704999923706055,6.462699890136719,6.482699871063232,0
2004-05-03,6.704999923706055,6.704999923706055,6.476799964904785,6.476799964904785,0
2004-05-04,6.704999923706055,6.704999923706055,6.477399826049805,6.477399826049805,0
2004-05-05,6.704999923706055,6.704999923706055,6.481400012969971,6.481400012969971,0
2004-05-06,6.704999923706055,6.704999923706055,6.496600151062012,6.496600151062012,0
2004-05-07,6.480800151824951,6.480800151824951,6.480800151824951,6.480800151824951,0
2004-05-10,7.050000190734863,7.050000190734863,6.845099925994873,6.845099925994873,0
2004-05-11,6.949999809265137,6.949999809265137,6.743199825286865,6.949999809265137,0
2004-05-12,6.829999923706055,6.829999923706055,6.625999927520752,6.829999923706055,0
2004-05-13,6.900000095367432,6.900000095367432,6.900000095367432,6.900000095367432,0
2004-05-14,6.693999767303467,6.925000190734863,6.693999767303467,6.925000190734863,0
2004-05-17,6.650000095367432,6.650000095367432,6.454899787902832,6.650000095367432,0
2004-05-18,6.650000095367432,6.650000095367432,6.450099945068359,6.450099945068359,0
2004-05-19,6.650000095367432,6.650000095367432,6.450699806213379,6.450699806213379,0
2004-05-20,6.730000019073486,6.730000019073486,6.730000019073486,6.730000019073486,0
2004-05-21,6.730000019073486,6.730000019073486,6.529200077056885,6.529200077056885,0
2004-05-24,6.730000019073486,6.730000019073486,6.525100231170654,6.525100231170654,0
2004-05-25,6.755000114440918,6.755000114440918,6.5269999504089355,6.755000114440918,0
2004-05-26,6.53000020980835,6.53000020980835,6.328800201416016,6.53000020980835,0
2004-05-27,6.53000020980835,6.53000020980835,6.331900119781494,6.331900119781494,0
2004-05-28,6.449999809265137,6.449999809265137,6.335599899291992,6.335599899291992,0
2004-05-31,6.449999809265137,6.449999809265137,6.449999809265137,6.449999809265137,0
2004-06-01,6.449999809265137,6.449999809265137,6.254799842834473,6.254799842834473,0
2004-06-02,6.449999809265137,6.449999809265137,6.255499839782715,6.255499839782715,0
2004-06-03,6.480000019073486,6.480000019073486,6.283299922943115,6.480000019073486,0
2004-06-04,6.409999847412109,6.409999847412109,6.286499977111816,6.286499977111816,0
2004-06-07,6.409999847412109,6.409999847412109,6.220600128173828,6.220600128173828,0
2004-06-08,6.246699810028076,6.246699810028076,6.216000080108643,6.216000080108643,0
2004-06-09,6.539999961853027,6.539999961853027,6.34250020980835,6.539999961853027,0
2004-06-10,6.53000020980835,6.599999904632568,6.406799793243408,6.599999904632568,0
2004-06-11,6.480000019073486,6.480000019073486,6.277100086212158,6.4278998374938965,0
2004-06-14,6.480000019073486,6.480000019073486,6.279200077056885,6.2947001457214355,0
2004-06-15,6.53000020980835,6.53000020980835,6.248000144958496,6.248000144958496,0
2004-06-16,6.420000076293945,6.420000076293945,6.221099853515625,6.420000076293945,0
2004-06-17,6.420000076293945,6.420000076293945,6.221199989318848,6.221199989318848,0
2004-06-18,6.449999809265137,6.449999809265137,6.248700141906738,6.253900051116943,0
2004-06-21,6.380000114440918,6.380000114440918,6.1844000816345215,6.192399978637695,0
2004-06-22,6.380000114440918,6.380000114440918,6.18120002746582,6.18120002746582,0
2004-06-23,6.143899917602539,6.181700229644775,6.143899917602539,6.15369987487793,0
2004-06-24,6.260000228881836,6.260000228881836,6.1894001960754395,6.1894001960754395,0
2004-06-25,6.260000228881836,6.260000228881836,6.058800220489502,6.058800220489502,0
2004-06-28,6.139999866485596,6.139999866485596,6.047399997711182,6.047399997711182,0
2004-06-29,6.139999866485596,6.139999866485596,5.942200183868408,6.0569000244140625,0
2004-06-30,6.199999809265137,6.199999809265137,5.97730016708374,5.97730016708374,0
2004-07-01,6.170000076293945,6.170000076293945,5.980999946594238,6.170000076293945,0
2004-07-02,6.099999904632568,6.099999904632568,5.972700119018555,5.972700119018555,0
2004-07-05,6.125,6.125,5.892000198364258,5.892000198364258,0
2004-07-06,6.125,6.125,5.905799865722656,5.905799865722656,0
2004-07-07,6.050000190734863,6.050000190734863,5.892899990081787,5.892899990081787,0
2004-07-08,6.050000190734863,6.050000190734863,5.853499889373779,5.853499889373779,0
2004-07-09,6.074999809265137,6.074999809265137,5.829699993133545,5.829699993133545,0
2004-07-12,6.074999809265137,6.074999809265137,5.854400157928467,5.854400157928467,0
2004-07-13,6.074999809265137,6.074999809265137,5.857399940490723,5.857399940490723,0
2004-07-14,6.074999809265137,6.074999809265137,5.85699987411499,5.85699987411499,0
2004-07-15,6.074999809265137,6.074999809265137,5.847799777984619,5.855899810791016,0
2004-07-16,5.856599807739258,5.856599807739258,5.856599807739258,5.856599807739258,0
2004-07-19,5.900000095367432,5.900000095367432,5.708399772644043,5.900000095367432,0
2004-07-20,5.900000095367432,5.900000095367432,5.713699817657471,5.713699817657471,0
2004-07-21,5.949999809265137,5.949999809265137,5.755099773406982,5.949999809265137,0
2004-07-22,5.974999904632568,5.974999904632568,5.7546000480651855,5.974999904632568,0
2004-07-23,6.110000133514404,6.110000133514404,5.916200160980225,6.110000133514404,0
2004-07-26,6.150000095367432,6.150000095367432,5.944200038909912,5.944200038909912,0
2004-07-27,6.25,6.25,5.952300071716309,5.952300071716309,0
2004-07-28,6.035099983215332,6.053899765014648,6.003600120544434,6.003600120544434,0
2004-07-29,6.25,6.25,6.05109977722168,6.05109977722168,0
2004-07-30,6.150000095367432,6.150000095367432,6.052700042724609,6.052700042724609,0
2004-08-02,6.150000095367432,6.150000095367432,5.956299781799316,5.956299781799316,0
2004-08-03,6.25,6.25,6.048799991607666,6.25,0
2004-08-04,6.25,6.25,6.0493998527526855,6.0493998527526855,0
2004-08-05,6.210000038146973,6.210000038146973,6.016200065612793,6.210000038146973,0
2004-08-06,6.050000190734863,6.050000190734863,6.004700183868408,6.004700183868408,0
2004-08-09,6.099999904632568,6.099999904632568,5.908899784088135,6.099999904632568,0
2004-08-10,6.090000152587891,6.090000152587891,5.897600173950195,6.090000152587891,0
2004-08-11,6.179999828338623,6.179999828338623,5.98859977722168,6.179999828338623,0
2004-08-12,6.28000020980835,6.28000020980835,5.98390007019043,5.98390007019043,0
2004-08-13,6.251299858093262,6.251299858093262,6.0,6.0,0
2004-08-16,6.449999809265137,6.449999809265137,6.2540998458862305,6.449999809265137,0
2004-08-17,6.449999809265137,6.449999809265137,6.258800029754639,6.258800029754639,0
2004-08-18,6.474999904632568,6.474999904632568,6.254499912261963,6.474999904632568,0
2004-08-19,6.474999904632568,6.474999904632568,6.255499839782715,6.255499839782715,0
2004-08-20,6.474999904632568,6.474999904632568,6.255000114440918,6.255000114440918,0
2004-08-23,6.474999904632568,6.474999904632568,6.25600004196167,6.474999904632568,0
2004-08-24,6.474999904632568,6.474999904632568,6.252999782562256,6.314499855041504,0
2004-08-25,6.474999904632568,6.474999904632568,6.247000217437744,6.247000217437744,0
2004-08-26,6.474999904632568,6.474999904632568,6.250999927520752,6.250999927520752,0
2004-08-27,6.474999904632568,6.474999904632568,6.250999927520752,6.250999927520752,0
2004-08-30,6.474999904632568,6.474999904632568,6.249100208282471,6.249100208282471,0
2004-08-31,6.474999904632568,6.474999904632568,6.246699810028076,6.246699810028076,0
2004-09-01,6.474999904632568,6.474999904632568,6.254300117492676,6.254300117492676,0
2004-09-02,6.474999904632568,6.474999904632568,6.253499984741211,6.253499984741211,0
2004-09-03,6.474999904632568,6.474999904632568,6.251999855041504,6.251999855041504,0
2004-09-06,6.474999904632568,6.474999904632568,6.252500057220459,6.312399864196777,0
2004-09-07,6.474999904632568,6.474999904632568,6.247900009155273,6.254300117492676,0
2004-09-08,6.474999904632568,6.474999904632568,6.250100135803223,6.264200210571289,0
2004-09-09,6.474999904632568,6.474999904632568,6.25540018081665,6.25540018081665,0
2004-09-10,6.5,6.630000114440918,6.252999782562256,6.630000114440918,0
2004-09-13,6.5,6.5,6.310800075531006,6.310800075531006,0
2004-09-14,6.5,6.5,6.30649995803833,6.30649995803833,0
2004-09-15,6.5,6.5,6.305300235748291,6.305300235748291,0
2004-09-16,6.5,6.5,6.303400039672852,6.303400039672852,0
2004-09-17,6.5,6.5,6.303500175476074,6.303500175476074,0
2004-09-20,6.449999809265137,6.449999809265137,6.300600051879883,6.300600051879883,0
2004-09-21,6.449999809265137,6.449999809265137,6.259399890899658,6.259399890899658,0
2004-09-22,6.449999809265137,6.449999809265137,6.254700183868408,6.254700183868408,0
2004-09-23,6.449999809265137,6.449999809265137,6.2581000328063965,6.2581000328063965,0
2004-09-24,6.449999809265137,6.449999809265137,6.256499767303467,6.256499767303467,0
2004-09-27,6.449999809265137,6.449999809265137,6.254700183868408,6.449999809265137,0
2004-09-28,6.389999866485596,6.389999866485596,6.196499824523926,6.234799861907959,0
2004-09-29,6.389999866485596,6.389999866485596,6.192399978637695,6.192399978637695,0
2004-09-30,6.389999866485596,6.389999866485596,6.1819000244140625,6.1819000244140625,0
2004-10-01,6.389999866485596,6.389999866485596,6.150000095367432,6.150000095367432,0
2004-10-04,6.389999866485596,6.389999866485596,6.204400062561035,6.204400062561035,0
2004-10-05,6.389999866485596,6.389999866485596,6.1956000328063965,6.1956000328063965,0
2004-10-06,6.480000019073486,6.480000019073486,6.178299903869629,6.178299903869629,0
2004-10-07,6.480000019073486,6.480000019073486,6.288700103759766,6.288700103759766,0
2004-10-08,6.519999980926514,6.519999980926514,6.32480001449585,6.519999980926514,0
2004-10-11,6.519999980926514,6.519999980926514,6.327700138092041,6.327700138092041,0
2004-10-12,6.519999980926514,6.519999980926514,6.315400123596191,6.321599960327148,0
2004-10-13,6.550000190734863,6.550000190734863,6.31850004196167,6.31850004196167,0
2004-10-14,6.550000190734863,6.550000190734863,6.3572998046875,6.3572998046875,0
2004-10-15,6.550000190734863,6.550000190734863,6.35830020904541,6.35830020904541,0
2004-10-18,6.349999904632568,6.349999904632568,6.162099838256836,6.349999904632568,0
2004-10-19,6.25,6.25,6.160399913787842,6.160399913787842,0
2004-10-20,6.25,6.25,6.060500144958496,6.060500144958496,0
2004-10-21,6.199999809265137,6.199999809265137,6.064000129699707,6.064000129699707,0
2004-10-22,6.015399932861328,6.063499927520752,6.015399932861328,6.063499927520752,0
2004-10-25,6.03000020980835,6.03000020980835,5.848999977111816,6.03000020980835,0
2004-10-26,6.150000095367432,6.150000095367432,5.966300010681152,6.150000095367432,0
2004-10-27,6.150000095367432,6.150000095367432,5.963500022888184,5.963500022888184,0
2004-10-28,6.099999904632568,6.250999927520752,6.03000020980835,6.15500020980835,0
2004-10-29,6.03000020980835,6.03000020980835,5.843699932098389,5.969099998474121,0
2004-11-01,6.079999923706055,6.079999923706055,5.82889986038208,5.82889986038208,0
2004-11-02,6.079999923706055,6.079999923706055,5.893199920654297,5.899199962615967,0
2004-11-03,6.050000190734863,6.050000190734863,5.890600204467773,5.901599884033203,0
